,Amount,Cycle,Destination,Party,RealCode
12863,0.0,2008,Cmte,I,LC100
12862,0.0,2008,Cand, ,LC100
12861,0.0,2008,Cmte, ,LC100
7066,0.0,2008,Cmte, ,T4100
7067,0.0,2008,Cand, ,T4100
7068,0.0,2008,Cmte,I,T4100
7069,0.0,2008,Cand,I,T4100
7070,0.0,2008,Cmte,L,T4100
7071,0.0,2008,Cand,L,T4100
7072,0.0,2008,Cmte,3,T4100
7073,0.0,2008,Cand,3,T4100
7074,0.0,2008,Cmte,U,T4100
7075,0.0,2008,Cand,U,T4100
32528,0.0,2008,Cand,U,F3100
12787,0.0,2008,Cand,U,c2300
12786,0.0,2008,Cmte,U,c2300
12785,0.0,2008,Cand,R,c2300
12784,0.0,2008,Cmte,R,c2300
12783,0.0,2008,Cand,3,c2300
12782,0.0,2008,Cmte,3,c2300
12869,0.0,2008,Cmte,R,LC100
12870,0.0,2008,Cand,R,LC100
12871,0.0,2008,Cmte,U,LC100
12872,0.0,2008,Cand,U,LC100
6993,0.0,2008,Cand, ,y4000
6994,0.0,2008,Cmte,D,y4000
6995,0.0,2008,Cmte,I,y4000
6996,0.0,2008,Cand,I,y4000
6997,0.0,2008,Cmte,L,y4000
6998,0.0,2008,Cand,L,y4000
6999,0.0,2008,Cmte,3,y4000
7000,0.0,2008,Cand,3,y4000
7001,0.0,2008,Cmte,R,y4000
7002,0.0,2008,Cand,R,y4000
7003,0.0,2008,Cmte,U,y4000
7004,0.0,2008,Cand,U,y4000
32469,0.0,2008,Cmte, ,E4100
32470,0.0,2008,Cand, ,E4100
32472,0.0,2008,Cand,I,E4100
32473,0.0,2008,Cmte,L,E4100
32474,0.0,2008,Cand,L,E4100
32475,0.0,2008,Cmte,3,E4100
32476,0.0,2008,Cand,3,E4100
32477,0.0,2008,Cmte,U,E4100
32478,0.0,2008,Cand,U,E4100
32523,0.0,2008,Cmte, ,F3100
32524,0.0,2008,Cand, ,F3100
32525,0.0,2008,Cmte,I,F3100
32526,0.0,2008,Cand,I,F3100
32527,0.0,2008,Cmte,U,F3100
32471,0.0,2008,Cmte,I,E4100
31860,0.0,2008,Cmte,R,f1100
31859,0.0,2008,Cand,3,f1100
31858,0.0,2008,Cmte,3,f1100
14603,0.0,2008,Cmte,U,C2200
14602,0.0,2008,Cmte,3,C2200
14601,0.0,2008,Cand,L,C2200
14600,0.0,2008,Cand,I,C2200
14599,0.0,2008,Cmte,I,C2200
14598,0.0,2008,Cand, ,C2200
14597,0.0,2008,Cmte, ,C2200
5448,0.0,2008,Cmte, ,T9100
5449,0.0,2008,Cand, ,T9100
5450,0.0,2008,Cmte,I,T9100
5451,0.0,2008,Cand,I,T9100
5452,0.0,2008,Cmte,3,T9100
5453,0.0,2008,Cmte,U,T9100
5454,0.0,2008,Cand,U,T9100
31271,0.0,2008,Cmte, ,F5300
31272,0.0,2008,Cand, ,F5300
31273,0.0,2008,Cmte,I,F5300
31274,0.0,2008,Cand,I,F5300
31275,0.0,2008,Cmte,3,F5300
31276,0.0,2008,Cand,3,F5300
31277,0.0,2008,Cmte,U,F5300
31278,0.0,2008,Cand,U,F5300
14548,0.0,2008,Cmte,U,Z9000
14547,0.0,2008,Cmte,R,Z9000
14546,0.0,2008,Cmte,3,Z9000
14604,0.0,2008,Cand,U,C2200
31218,0.0,2008,Cand,U,J1200
31217,0.0,2008,Cmte,U,J1200
31216,0.0,2008,Cand,L,J1200
5346,0.0,2008,Cand,L,G7000
5347,0.0,2008,Cmte,3,G7000
5348,0.0,2008,Cand,3,G7000
5349,0.0,2008,Cmte,U,G7000
5350,0.0,2008,Cand,U,G7000
14664,0.0,2008,Cand,U,G5280
14663,0.0,2008,Cmte,U,G5280
14662,0.0,2008,Cmte,3,G5280
14661,0.0,2008,Cand,L,G5280
14660,0.0,2008,Cmte,L,G5280
14659,0.0,2008,Cand,I,G5280
14658,0.0,2008,Cmte,I,G5280
14545,0.0,2008,Cmte,L,Z9000
14657,0.0,2008,Cand, ,G5280
5399,0.0,2008,Cmte, ,B3400
5400,0.0,2008,Cand, ,B3400
5401,0.0,2008,Cmte,I,B3400
5402,0.0,2008,Cand,I,B3400
5403,0.0,2008,Cmte,3,B3400
5404,0.0,2008,Cmte,U,B3400
5405,0.0,2008,Cand,U,B3400
31211,0.0,2008,Cmte, ,J1200
31212,0.0,2008,Cand, ,J1200
31213,0.0,2008,Cmte,I,J1200
31214,0.0,2008,Cand,I,J1200
31215,0.0,2008,Cmte,L,J1200
14656,0.0,2008,Cmte, ,G5280
5345,0.0,2008,Cmte,L,G7000
14544,0.0,2008,Cmte,I,Z9000
14542,0.0,2008,Cand, ,Z9000
5569,0.0,2008,Cand,U,F7000
31344,0.0,2008,Cmte,3,T4200
31345,0.0,2008,Cand,3,T4200
31346,0.0,2008,Cmte,U,T4200
31347,0.0,2008,Cand,U,T4200
14430,0.0,2008,Cand,U,M0000
14429,0.0,2008,Cmte,U,M0000
14428,0.0,2008,Cmte,L,M0000
14427,0.0,2008,Cand,I,M0000
14426,0.0,2008,Cmte,I,M0000
14425,0.0,2008,Cand, ,M0000
14424,0.0,2008,Cmte, ,M0000
5620,0.0,2008,Cmte, ,JE300
5621,0.0,2008,Cand, ,JE300
5622,0.0,2008,Cmte,I,JE300
5623,0.0,2008,Cand,I,JE300
5624,0.0,2008,Cmte,L,JE300
5625,0.0,2008,Cand,L,JE300
5626,0.0,2008,Cmte,3,JE300
5627,0.0,2008,Cmte,U,JE300
5628,0.0,2008,Cand,U,JE300
31405,0.0,2008,Cmte, ,A4300
31406,0.0,2008,Cand, ,A4300
31407,0.0,2008,Cmte,I,A4300
31408,0.0,2008,Cand,I,A4300
5568,0.0,2008,Cand,I,F7000
5567,0.0,2008,Cmte,I,F7000
5566,0.0,2008,Cand, ,F7000
5565,0.0,2008,Cmte, ,F7000
14541,0.0,2008,Cmte, ,Z9000
5515,0.0,2008,Cmte, ,E1240
5516,0.0,2008,Cand, ,E1240
5517,0.0,2008,Cmte,I,E1240
5518,0.0,2008,Cand,I,E1240
5519,0.0,2008,Cmte,L,E1240
5520,0.0,2008,Cand,L,E1240
5521,0.0,2008,Cmte,3,E1240
5522,0.0,2008,Cand,3,E1240
5523,0.0,2008,Cmte,U,E1240
5524,0.0,2008,Cand,U,E1240
14493,0.0,2008,Cand,U,G3000
14543,0.0,2008,Cmte,D,Z9000
14492,0.0,2008,Cmte,U,G3000
14490,0.0,2008,Cand,L,G3000
14489,0.0,2008,Cmte,L,G3000
14488,0.0,2008,Cand,I,G3000
14487,0.0,2008,Cmte,I,G3000
14486,0.0,2008,Cand, ,G3000
14485,0.0,2008,Cmte, ,G3000
31338,0.0,2008,Cmte, ,T4200
31339,0.0,2008,Cand, ,T4200
31340,0.0,2008,Cmte,I,T4200
31341,0.0,2008,Cand,I,T4200
31342,0.0,2008,Cmte,L,T4200
31343,0.0,2008,Cand,L,T4200
14491,0.0,2008,Cmte,3,G3000
31409,0.0,2008,Cmte,L,A4300
5344,0.0,2008,Cand,I,G7000
5342,0.0,2008,Cand, ,G7000
14937,0.0,2008,Cmte, ,H3900
5118,0.0,2008,Cmte,I,H4500
5119,0.0,2008,Cand,I,H4500
5120,0.0,2008,Cand,L,H4500
5121,0.0,2008,Cmte,3,H4500
5122,0.0,2008,Cmte,U,H4500
5123,0.0,2008,Cand,U,H4500
5176,0.0,2008,Cmte, ,D4000
5177,0.0,2008,Cand, ,D4000
5178,0.0,2008,Cmte,I,D4000
31028,0.0,2008,Cmte, ,B3000
31029,0.0,2008,Cand, ,B3000
31030,0.0,2008,Cmte,I,B3000
31031,0.0,2008,Cand,I,B3000
31032,0.0,2008,Cmte,U,B3000
31033,0.0,2008,Cand,U,B3000
14879,0.0,2008,Cand,U,F2110
14878,0.0,2008,Cmte,U,F2110
14877,0.0,2008,Cmte,3,F2110
14876,0.0,2008,Cand,L,F2110
14875,0.0,2008,Cand,I,F2110
14874,0.0,2008,Cmte,I,F2110
14873,0.0,2008,Cand, ,F2110
14872,0.0,2008,Cmte, ,F2110
5179,0.0,2008,Cand,I,D4000
14938,0.0,2008,Cand, ,H3900
14939,0.0,2008,Cmte,I,H3900
14940,0.0,2008,Cand,I,H3900
14941,0.0,2008,Cmte,L,H3900
15025,0.0,2008,Cmte,L,X9000
15024,0.0,2008,Cand,I,X9000
15023,0.0,2008,Cmte,I,X9000
15022,0.0,2008,Cand, ,X9000
15021,0.0,2008,Cmte, ,X9000
5059,0.0,2008,Cmte, ,C2600
5060,0.0,2008,Cand, ,C2600
5061,0.0,2008,Cmte,I,C2600
5062,0.0,2008,Cand,I,C2600
5063,0.0,2008,Cmte,L,C2600
5064,0.0,2008,Cmte,U,C2600
5065,0.0,2008,Cand,U,C2600
5180,0.0,2008,Cmte,L,D4000
5116,0.0,2008,Cmte, ,H4500
30979,0.0,2008,Cmte, ,X4000
30980,0.0,2008,Cand, ,X4000
30981,0.0,2008,Cmte,I,X4000
30982,0.0,2008,Cand,I,X4000
30983,0.0,2008,Cand,L,X4000
30984,0.0,2008,Cmte,U,X4000
30985,0.0,2008,Cand,U,X4000
14946,0.0,2008,Cand,U,H3900
14945,0.0,2008,Cmte,U,H3900
14944,0.0,2008,Cand,3,H3900
14943,0.0,2008,Cmte,3,H3900
14942,0.0,2008,Cand,L,H3900
5117,0.0,2008,Cand, ,H4500
5343,0.0,2008,Cmte,I,G7000
5181,0.0,2008,Cmte,3,D4000
5183,0.0,2008,Cmte,U,D4000
5274,0.0,2008,Cmte,U,b5400
5275,0.0,2008,Cand,U,b5400
31096,0.0,2008,Cand,3,M2250
31097,0.0,2008,Cmte,U,M2250
31098,0.0,2008,Cand,U,M2250
14751,0.0,2008,Cand,U,c2400
14750,0.0,2008,Cmte,U,c2400
14749,0.0,2008,Cand,R,c2400
14748,0.0,2008,Cmte,R,c2400
14747,0.0,2008,Cand,3,c2400
14746,0.0,2008,Cmte,3,c2400
14745,0.0,2008,Cand,L,c2400
14744,0.0,2008,Cmte,L,c2400
14743,0.0,2008,Cand,I,c2400
14742,0.0,2008,Cmte,I,c2400
14741,0.0,2008,Cand,D,c2400
14740,0.0,2008,Cand, ,c2400
14739,0.0,2008,Cmte, ,c2400
31149,0.0,2008,Cmte, ,H1710
31150,0.0,2008,Cand, ,H1710
31151,0.0,2008,Cmte,I,H1710
31152,0.0,2008,Cmte,L,H1710
31153,0.0,2008,Cmte,U,H1710
31154,0.0,2008,Cand,U,H1710
5341,0.0,2008,Cmte, ,G7000
5273,0.0,2008,Cand,R,b5400
5272,0.0,2008,Cmte,R,b5400
5271,0.0,2008,Cand,3,b5400
5270,0.0,2008,Cmte,3,b5400
5184,0.0,2008,Cand,U,D4000
31089,0.0,2008,Cmte, ,M2250
31090,0.0,2008,Cand, ,M2250
31091,0.0,2008,Cmte,I,M2250
31092,0.0,2008,Cand,I,M2250
31093,0.0,2008,Cmte,L,M2250
31094,0.0,2008,Cand,L,M2250
31095,0.0,2008,Cmte,3,M2250
14817,0.0,2008,Cand,U,E1700
14816,0.0,2008,Cmte,U,E1700
14815,0.0,2008,Cand,3,E1700
14814,0.0,2008,Cmte,3,E1700
5182,0.0,2008,Cand,3,D4000
14813,0.0,2008,Cand,L,E1700
14811,0.0,2008,Cand,I,E1700
14810,0.0,2008,Cmte,I,E1700
14809,0.0,2008,Cand, ,E1700
14808,0.0,2008,Cmte, ,E1700
5262,0.0,2008,Cmte, ,b5400
5263,0.0,2008,Cand, ,b5400
5264,0.0,2008,Cmte,D,b5400
5265,0.0,2008,Cand,D,b5400
5266,0.0,2008,Cmte,I,b5400
5267,0.0,2008,Cand,I,b5400
5268,0.0,2008,Cmte,L,b5400
5269,0.0,2008,Cand,L,b5400
14812,0.0,2008,Cmte,L,E1700
31410,0.0,2008,Cand,L,A4300
31411,0.0,2008,Cmte,3,A4300
31412,0.0,2008,Cand,3,A4300
13971,0.0,2008,Cand,I,H3400
13970,0.0,2008,Cmte,I,H3400
13969,0.0,2008,Cand, ,H3400
13968,0.0,2008,Cmte, ,H3400
6063,0.0,2008,Cmte, ,b4000
6064,0.0,2008,Cand, ,b4000
6065,0.0,2008,Cmte,D,b4000
6066,0.0,2008,Cand,D,b4000
6067,0.0,2008,Cmte,I,b4000
6068,0.0,2008,Cand,I,b4000
6069,0.0,2008,Cmte,L,b4000
6070,0.0,2008,Cand,L,b4000
6071,0.0,2008,Cmte,3,b4000
6072,0.0,2008,Cand,3,b4000
6073,0.0,2008,Cmte,R,b4000
6074,0.0,2008,Cmte,U,b4000
6075,0.0,2008,Cand,U,b4000
31753,0.0,2008,Cmte, ,Z1300
31754,0.0,2008,Cand, ,Z1300
31755,0.0,2008,Cmte,D,Z1300
31756,0.0,2008,Cand,D,Z1300
31757,0.0,2008,Cmte,I,Z1300
13909,0.0,2008,Cand,U,A3200
13908,0.0,2008,Cmte,U,A3200
13907,0.0,2008,Cand,3,A3200
13972,0.0,2008,Cmte,3,H3400
13973,0.0,2008,Cand,3,H3400
13974,0.0,2008,Cmte,U,H3400
13975,0.0,2008,Cand,U,H3400
14063,0.0,2008,Cand,L,e2000
14062,0.0,2008,Cmte,L,e2000
14061,0.0,2008,Cand,I,e2000
14060,0.0,2008,Cmte,I,e2000
14059,0.0,2008,Cand,D,e2000
14058,0.0,2008,Cmte,D,e2000
14057,0.0,2008,Cand, ,e2000
14056,0.0,2008,Cmte, ,e2000
5975,0.0,2008,Cmte, ,M1500
5976,0.0,2008,Cand, ,M1500
5977,0.0,2008,Cmte,I,M1500
5978,0.0,2008,Cand,I,M1500
13906,0.0,2008,Cmte,3,A3200
5979,0.0,2008,Cmte,L,M1500
5981,0.0,2008,Cmte,3,M1500
5982,0.0,2008,Cmte,U,M1500
5983,0.0,2008,Cand,U,M1500
31675,0.0,2008,Cmte, ,G5230
31676,0.0,2008,Cand, ,G5230
31677,0.0,2008,Cmte,I,G5230
31678,0.0,2008,Cand,I,G5230
31679,0.0,2008,Cmte,L,G5230
31680,0.0,2008,Cand,L,G5230
31681,0.0,2008,Cmte,3,G5230
31682,0.0,2008,Cmte,U,G5230
31683,0.0,2008,Cand,U,G5230
5980,0.0,2008,Cand,L,M1500
14064,0.0,2008,Cmte,3,e2000
13905,0.0,2008,Cand,L,A3200
13903,0.0,2008,Cand,I,A3200
31853,0.0,2008,Cand,D,f1100
13786,0.0,2008,Cand,U,G1300
13785,0.0,2008,Cmte,U,G1300
13784,0.0,2008,Cand,3,G1300
13783,0.0,2008,Cmte,3,G1300
13782,0.0,2008,Cand,L,G1300
13781,0.0,2008,Cmte,L,G1300
13780,0.0,2008,Cand,I,G1300
13779,0.0,2008,Cmte,I,G1300
13778,0.0,2008,Cand, ,G1300
13777,0.0,2008,Cmte, ,G1300
6202,0.0,2008,Cmte, ,J5000
6203,0.0,2008,Cand, ,J5000
6204,0.0,2008,Cmte,I,J5000
6205,0.0,2008,Cand,I,J5000
6206,0.0,2008,Cmte,L,J5000
6207,0.0,2008,Cand,L,J5000
6208,0.0,2008,Cmte,3,J5000
6209,0.0,2008,Cand,3,J5000
6210,0.0,2008,Cmte,U,J5000
6211,0.0,2008,Cand,U,J5000
31854,0.0,2008,Cmte,I,f1100
31855,0.0,2008,Cand,I,f1100
31856,0.0,2008,Cmte,L,f1100
31857,0.0,2008,Cand,L,f1100
31852,0.0,2008,Cmte,D,f1100
31851,0.0,2008,Cand, ,f1100
31850,0.0,2008,Cmte, ,f1100
13827,0.0,2008,Cmte, ,B1500
13902,0.0,2008,Cmte,I,A3200
13901,0.0,2008,Cmte,D,A3200
13900,0.0,2008,Cand, ,A3200
13899,0.0,2008,Cmte, ,A3200
31758,0.0,2008,Cand,I,Z1300
31759,0.0,2008,Cmte,L,Z1300
31760,0.0,2008,Cand,L,Z1300
31761,0.0,2008,Cmte,3,Z1300
31762,0.0,2008,Cand,3,Z1300
31763,0.0,2008,Cmte,R,Z1300
31764,0.0,2008,Cand,R,Z1300
31765,0.0,2008,Cmte,U,Z1300
13904,0.0,2008,Cmte,L,A3200
31766,0.0,2008,Cand,U,Z1300
6134,0.0,2008,Cand, ,T2310
6135,0.0,2008,Cmte,I,T2310
6136,0.0,2008,Cand,I,T2310
6137,0.0,2008,Cand,L,T2310
6138,0.0,2008,Cmte,3,T2310
6139,0.0,2008,Cmte,U,T2310
6140,0.0,2008,Cand,U,T2310
13832,0.0,2008,Cand,U,B1500
13831,0.0,2008,Cmte,U,B1500
13830,0.0,2008,Cand,I,B1500
13829,0.0,2008,Cmte,I,B1500
13828,0.0,2008,Cand, ,B1500
6133,0.0,2008,Cmte, ,T2310
14065,0.0,2008,Cand,3,e2000
14066,0.0,2008,Cmte,R,e2000
14067,0.0,2008,Cand,R,e2000
31476,0.0,2008,Cand,L,C5400
31477,0.0,2008,Cmte,3,C5400
31478,0.0,2008,Cand,3,C5400
31479,0.0,2008,Cmte,U,C5400
31480,0.0,2008,Cand,U,C5400
14275,0.0,2008,Cand,U,LT100
14274,0.0,2008,Cmte,U,LT100
14273,0.0,2008,Cand,R,LT100
14272,0.0,2008,Cmte,R,LT100
14271,0.0,2008,Cand,3,LT100
14270,0.0,2008,Cmte,3,LT100
14269,0.0,2008,Cand,L,LT100
14268,0.0,2008,Cmte,L,LT100
14267,0.0,2008,Cand,I,LT100
14266,0.0,2008,Cmte,I,LT100
14265,0.0,2008,Cand, ,LT100
14264,0.0,2008,Cmte, ,LT100
5774,0.0,2008,Cmte, ,h4400
5775,0.0,2008,Cand, ,h4400
5776,0.0,2008,Cmte,D,h4400
5777,0.0,2008,Cand,D,h4400
5778,0.0,2008,Cmte,I,h4400
5779,0.0,2008,Cand,I,h4400
5780,0.0,2008,Cmte,L,h4400
5781,0.0,2008,Cand,L,h4400
31475,0.0,2008,Cmte,L,C5400
31474,0.0,2008,Cand,I,C5400
31473,0.0,2008,Cmte,I,C5400
31472,0.0,2008,Cand, ,C5400
31413,0.0,2008,Cmte,U,A4300
31414,0.0,2008,Cand,U,A4300
14370,0.0,2008,Cand,U,x7000
14369,0.0,2008,Cmte,U,x7000
14368,0.0,2008,Cand,R,x7000
14367,0.0,2008,Cmte,R,x7000
14366,0.0,2008,Cand,3,x7000
14365,0.0,2008,Cmte,3,x7000
14364,0.0,2008,Cand,L,x7000
14363,0.0,2008,Cmte,L,x7000
14362,0.0,2008,Cand,I,x7000
14361,0.0,2008,Cmte,I,x7000
5782,0.0,2008,Cmte,3,h4400
14360,0.0,2008,Cmte,D,x7000
14358,0.0,2008,Cmte, ,x7000
5684,0.0,2008,Cmte, ,A1500
5685,0.0,2008,Cand, ,A1500
5686,0.0,2008,Cmte,I,A1500
5687,0.0,2008,Cand,I,A1500
5688,0.0,2008,Cmte,L,A1500
5689,0.0,2008,Cand,L,A1500
5690,0.0,2008,Cmte,3,A1500
5691,0.0,2008,Cand,3,A1500
5692,0.0,2008,Cmte,U,A1500
5693,0.0,2008,Cand,U,A1500
31471,0.0,2008,Cmte, ,C5400
14359,0.0,2008,Cand, ,x7000
5783,0.0,2008,Cand,3,h4400
5784,0.0,2008,Cmte,R,h4400
5785,0.0,2008,Cand,R,h4400
14122,0.0,2008,Cand,I,E1000
14121,0.0,2008,Cmte,I,E1000
14120,0.0,2008,Cand, ,E1000
14119,0.0,2008,Cmte, ,E1000
31607,0.0,2008,Cmte, ,J7600
31608,0.0,2008,Cand, ,J7600
31609,0.0,2008,Cmte,I,J7600
31610,0.0,2008,Cand,I,J7600
31611,0.0,2008,Cmte,L,J7600
31612,0.0,2008,Cand,L,J7600
5915,0.0,2008,Cmte, ,J7700
5916,0.0,2008,Cand, ,J7700
14123,0.0,2008,Cmte,U,E1000
5917,0.0,2008,Cmte,I,J7700
5919,0.0,2008,Cmte,L,J7700
5920,0.0,2008,Cand,L,J7700
5921,0.0,2008,Cmte,3,J7700
5922,0.0,2008,Cand,3,J7700
5923,0.0,2008,Cmte,U,J7700
5924,0.0,2008,Cand,U,J7700
31613,0.0,2008,Cmte,3,J7600
31614,0.0,2008,Cand,3,J7600
31615,0.0,2008,Cmte,U,J7600
31616,0.0,2008,Cand,U,J7600
14069,0.0,2008,Cand,U,e2000
14068,0.0,2008,Cmte,U,e2000
5918,0.0,2008,Cand,I,J7700
12486,0.0,2008,Cmte, ,F0000
14124,0.0,2008,Cand,U,E1000
5852,0.0,2008,Cmte,U,C4300
5786,0.0,2008,Cmte,U,h4400
5787,0.0,2008,Cand,U,h4400
31536,0.0,2008,Cmte, ,K1100
31537,0.0,2008,Cand, ,K1100
31538,0.0,2008,Cmte,I,K1100
31539,0.0,2008,Cand,I,K1100
31540,0.0,2008,Cmte,L,K1100
31541,0.0,2008,Cand,L,K1100
31542,0.0,2008,Cmte,3,K1100
31543,0.0,2008,Cmte,U,K1100
31544,0.0,2008,Cand,U,K1100
14195,0.0,2008,Cand,U,D0000
5853,0.0,2008,Cand,U,C4300
14194,0.0,2008,Cmte,U,D0000
14192,0.0,2008,Cmte,3,D0000
14191,0.0,2008,Cand,L,D0000
14190,0.0,2008,Cmte,L,D0000
14189,0.0,2008,Cand,I,D0000
14188,0.0,2008,Cmte,I,D0000
14187,0.0,2008,Cand, ,D0000
14186,0.0,2008,Cmte, ,D0000
5847,0.0,2008,Cmte, ,C4300
5848,0.0,2008,Cand, ,C4300
5849,0.0,2008,Cmte,I,C4300
5850,0.0,2008,Cand,I,C4300
5851,0.0,2008,Cmte,3,C4300
14193,0.0,2008,Cand,3,D0000
32798,0.0,2008,Cand,U,Z9999
17155,0.0,2008,Cmte,3,h4300
12442,0.0,2008,Cand,U,M6000
9007,0.0,2008,Cand,L,K2100
9008,0.0,2008,Cmte,3,K2100
9009,0.0,2008,Cand,3,K2100
9010,0.0,2008,Cmte,R,K2100
9011,0.0,2008,Cand,R,K2100
9012,0.0,2008,Cmte,U,K2100
9013,0.0,2008,Cand,U,K2100
10707,0.0,2008,Cand,U,E1620
10706,0.0,2008,Cmte,U,E1620
10705,0.0,2008,Cmte,3,E1620
10704,0.0,2008,Cand,L,E1620
10703,0.0,2008,Cand,I,E1620
10702,0.0,2008,Cmte,I,E1620
10701,0.0,2008,Cand, ,E1620
10700,0.0,2008,Cmte, ,E1620
34126,0.0,2008,Cmte, ,H3200
34127,0.0,2008,Cand, ,H3200
34128,0.0,2008,Cmte,I,H3200
34129,0.0,2008,Cand,I,H3200
34130,0.0,2008,Cmte,L,H3200
34131,0.0,2008,Cand,L,H3200
34132,0.0,2008,Cmte,3,H3200
34133,0.0,2008,Cmte,U,H3200
34134,0.0,2008,Cand,U,H3200
10650,0.0,2008,Cand,U,J7120
9006,0.0,2008,Cmte,L,K2100
9005,0.0,2008,Cand,I,K2100
9004,0.0,2008,Cmte,I,K2100
9003,0.0,2008,Cand,D,K2100
10821,0.0,2008,Cand,U,H1100
10820,0.0,2008,Cmte,U,H1100
10819,0.0,2008,Cand,I,H1100
10818,0.0,2008,Cmte,I,H1100
10817,0.0,2008,Cand, ,H1100
10816,0.0,2008,Cmte, ,H1100
34057,0.0,2008,Cmte, ,E1200
34058,0.0,2008,Cand, ,E1200
34059,0.0,2008,Cmte,I,E1200
34060,0.0,2008,Cand,I,E1200
34061,0.0,2008,Cand,L,E1200
34062,0.0,2008,Cmte,3,E1200
10649,0.0,2008,Cmte,U,J7120
34063,0.0,2008,Cmte,U,E1200
10774,0.0,2008,Cand,U,E1180
10773,0.0,2008,Cmte,U,E1180
10772,0.0,2008,Cmte,3,E1180
10771,0.0,2008,Cand,L,E1180
10770,0.0,2008,Cmte,L,E1180
10769,0.0,2008,Cand,I,E1180
10768,0.0,2008,Cmte,I,E1180
10767,0.0,2008,Cand, ,E1180
10766,0.0,2008,Cmte, ,E1180
9000,0.0,2008,Cmte, ,K2100
9001,0.0,2008,Cand, ,K2100
9002,0.0,2008,Cmte,D,K2100
34064,0.0,2008,Cand,U,E1200
8935,0.0,2008,Cand,U,LA100
10648,0.0,2008,Cmte,3,J7120
10646,0.0,2008,Cmte,L,J7120
9166,0.0,2008,Cand,D,k2000
9167,0.0,2008,Cmte,I,k2000
9168,0.0,2008,Cand,I,k2000
9169,0.0,2008,Cmte,L,k2000
9170,0.0,2008,Cand,L,k2000
9171,0.0,2008,Cmte,3,k2000
9172,0.0,2008,Cand,3,k2000
9173,0.0,2008,Cmte,R,k2000
9174,0.0,2008,Cand,R,k2000
9175,0.0,2008,Cmte,U,k2000
10541,0.0,2008,Cand,U,G4400
10540,0.0,2008,Cmte,U,G4400
10539,0.0,2008,Cmte,3,G4400
10538,0.0,2008,Cand,L,G4400
10537,0.0,2008,Cmte,L,G4400
10536,0.0,2008,Cand,I,G4400
10535,0.0,2008,Cmte,I,G4400
10534,0.0,2008,Cand, ,G4400
10533,0.0,2008,Cmte, ,G4400
9176,0.0,2008,Cand,U,k2000
9225,0.0,2008,Cmte, ,F1100
9226,0.0,2008,Cand, ,F1100
9227,0.0,2008,Cmte,I,F1100
9228,0.0,2008,Cand,I,F1100
34280,0.0,2008,Cmte, ,X3300
9165,0.0,2008,Cmte,D,k2000
9164,0.0,2008,Cand, ,k2000
9163,0.0,2008,Cmte, ,k2000
10583,0.0,2008,Cmte, ,X3000
10645,0.0,2008,Cand,I,J7120
10644,0.0,2008,Cmte,I,J7120
10643,0.0,2008,Cmte,D,J7120
10642,0.0,2008,Cand, ,J7120
10641,0.0,2008,Cmte, ,J7120
9076,0.0,2008,Cmte, ,E1210
9077,0.0,2008,Cand, ,E1210
9078,0.0,2008,Cmte,I,E1210
9079,0.0,2008,Cand,I,E1210
9080,0.0,2008,Cmte,L,E1210
9081,0.0,2008,Cand,L,E1210
9082,0.0,2008,Cmte,3,E1210
10647,0.0,2008,Cand,L,J7120
9083,0.0,2008,Cmte,U,E1210
34194,0.0,2008,Cmte, ,C5200
34195,0.0,2008,Cand, ,C5200
34196,0.0,2008,Cmte,I,C5200
34197,0.0,2008,Cand,I,C5200
34198,0.0,2008,Cmte,L,C5200
34199,0.0,2008,Cand,L,C5200
34200,0.0,2008,Cmte,3,C5200
34201,0.0,2008,Cmte,U,C5200
34202,0.0,2008,Cand,U,C5200
10586,0.0,2008,Cand,U,X3000
10585,0.0,2008,Cmte,I,X3000
10584,0.0,2008,Cand, ,X3000
9084,0.0,2008,Cand,U,E1210
34281,0.0,2008,Cand, ,X3300
8934,0.0,2008,Cmte,U,LA100
8932,0.0,2008,Cmte,R,LA100
11065,0.0,2008,Cmte,L,G2840
11064,0.0,2008,Cand,I,G2840
11063,0.0,2008,Cmte,I,G2840
11062,0.0,2008,Cand, ,G2840
11061,0.0,2008,Cmte, ,G2840
8767,0.0,2008,Cmte, ,M4300
8768,0.0,2008,Cand, ,M4300
8769,0.0,2008,Cmte,I,M4300
8770,0.0,2008,Cand,I,M4300
8771,0.0,2008,Cmte,L,M4300
33867,0.0,2008,Cmte, ,G1100
33868,0.0,2008,Cand, ,G1100
33869,0.0,2008,Cmte,I,G1100
33870,0.0,2008,Cand,I,G1100
33871,0.0,2008,Cmte,L,G1100
33872,0.0,2008,Cand,L,G1100
33873,0.0,2008,Cmte,3,G1100
33874,0.0,2008,Cmte,U,G1100
33875,0.0,2008,Cand,U,G1100
10999,0.0,2008,Cand,U,J3000
10998,0.0,2008,Cmte,U,J3000
10997,0.0,2008,Cand,R,J3000
10996,0.0,2008,Cmte,R,J3000
10995,0.0,2008,Cand,3,J3000
10994,0.0,2008,Cmte,3,J3000
11066,0.0,2008,Cand,L,G2840
11067,0.0,2008,Cmte,3,G2840
11068,0.0,2008,Cand,3,G2840
11069,0.0,2008,Cmte,U,G2840
33799,0.0,2008,Cand,I,f4100
11134,0.0,2008,Cand,U,T1300
11133,0.0,2008,Cmte,U,T1300
11132,0.0,2008,Cand,3,T1300
11131,0.0,2008,Cmte,3,T1300
